Gene_ID	TCGA-09-1664	TCGA-13-1484	TCGA-13-1488	TCGA-13-1489	TCGA-13-1494	TCGA-13-1495	TCGA-13-1499	TCGA-13-2071	TCGA-23-1123	TCGA-23-1124	TCGA-24-1103	TCGA-24-1104	TCGA-24-1105	TCGA-24-1428	TCGA-24-1430	TCGA-24-1435	TCGA-24-1466	TCGA-24-1467	TCGA-24-1545	TCGA-24-1550	TCGA-24-1551	TCGA-24-1552	TCGA-24-1553	TCGA-24-1555	TCGA-24-1556	TCGA-24-1562	TCGA-24-1563	TCGA-24-1603	TCGA-24-1604	TCGA-24-1923	TCGA-24-2020	TCGA-24-2023	TCGA-24-2024	TCGA-24-2027	TCGA-24-2030	TCGA-24-2260	TCGA-24-2267	TCGA-24-2288	TCGA-24-2289	TCGA-24-2290	TCGA-24-2295	TCGA-25-1316	TCGA-25-1319	TCGA-25-1320	TCGA-25-1321	TCGA-25-1623	TCGA-25-1628	TCGA-25-1630	TCGA-25-1635	TCGA-25-2400	TCGA-25-2404	TCGA-25-2409	TCGA-29-1688	TCGA-29-1693	TCGA-29-1697	TCGA-29-1762	TCGA-29-1763	TCGA-29-1768	TCGA-29-1774	TCGA-29-1775	TCGA-29-1776	TCGA-29-1777	TCGA-29-1785	TCGA-29-2414	TCGA-29-2432	TCGA-30-1866	TCGA-36-1576	TCGA-36-1581	TCGA-36-2529	TCGA-36-2530	TCGA-36-2543	TCGA-42-2588	TCGA-42-2590	TCGA-61-1741	TCGA-61-1900	TCGA-61-1907	TCGA-61-1911	TCGA-61-1914	TCGA-61-1919	TCGA-61-1995	TCGA-61-2008	TCGA-61-2095	TCGA-61-2096	TCGA-61-2612
EIF4G1	1.311	-0.831	1.231	-1.139	0.764	1.277	-1.17	1.96	0.181	-0.241	-1.978	0.401	-0.475	-2.159	-0.662	-1.055	-1.989	-2.324	0.739	-0.953	-1.134	-1.189	0.636	0.223	-0.243	-0.522	-0.936	1.464	-0.954	-0.291	-1.803	0.958	0.968	-1.464	1.519	0.436	-1.658	0.888	1.874	-0.231	0.972	2.167	-0.576	0.563	0.446	0.246	-0.921	1.318	-1.37	-1.507	0.383	2.283	0.995	0.232	-0.511	-0.492	-0.149	0.935	0.303	-1.782	0.555	-0.854	-0.349	0.205	-1.13	-2.138	0.05	-0.748	0.148	-0.11	-1.512	-0.539	-0.653	-0.069	0.507	-0.92	1.662	-0.903	0.323	0.045	-0.793	2.921	0.521	-1.038
EIF4G2	0.146	-0.418		0.727	2.016	-1.015	-0.243	-1.542	1.486	1.073		0.978	-0.134	1.059	-0.129	-0.012	-0.455	-0.102		-1.422		-0.507	0.964	2.177	-0.468	0.121	0.706		-0.817	0.3	-0.215		0.469	-1.275	-0.729	-1.52	1.749		1.561	0.17	0.775	1.342	2.302	-0.079	-0.114		1.07	-1.772	1.579	0.933	-0.24	-0.877	0.993			1.027	0.227	-0.636	0.538	0.265			-0.6	-0.192	0.361	-1.005	0.113	0.183	-0.815		-1.72	0.838	-1.524	-0.48	0.026	-0.132	1.454	-0.175	0.197	-1.448		1.202	-2.18	
EIF4G3	-0.24					0.081		-0.319	-0.263	1.139			0.88		0.237	0.127	-0.983		0.167		0.173	0.75	-0.808			0.221			-0.783		1.219				-0.532			0.905		0.352				-0.753					-1.299	-0.543		-0.198	-0.318	0.381		-1.983			1.293			-0.503	1.402			1.101	-0.283	-1.811			1.035				-1.106	0.119	0.445	-1.509			0.726		-0.988	
EIF4H	-0.771	0.628	-2.462	-0.32	-1.551	0.24	-0.098	0.39	0.322	-0.204	-1.71	0.906	-0.142	1.222	-0.773	1.399	0.595	0.477	0.226	-1.002	-0.444	-0.321	-0.479	-1.115	0.567	-0.143	0.048	-0.388	0.857	0.149	0.787	-1.413	-0.127	-0.254	-1.6	1.117	-0.652	-0.785	0.274	0.745	-0.416	0.414	0.753	0.296	0.613	-0.286	-0.934	-0.284	-0.188	0.129	-1.862	0.236	1.063	-0.097	0.456	0.809	-1.095	-0.642	1.107	-0.142	0.527	-0.254	-0.489	-1.216	-1.897	0.68	0.414	0.71	-0.02	0.593	2.474	-0.153	-2.392	0.326	0.464	0.844	0.316	-0.283	-0.213	1.333	-1.086	1.841	-0.957	-0.493
EIF5	0.382	1.187	-1.602	-0.634	-0.161	0.614	-2.617	0.007	-0.014	3.474	0.862	1.408	0.833	0.888	0.073	1.821	-1.235	0.762	0.776	-1.628	-0.668	-0.765	-0.933	-0.955	-0.373	1.307	-0.64	-1.032	1.498	0.92	-0.094	0.491	-0.182	0.176	-1.324	0.858	-1.241	-1.087	0.508	0.163	1.576	0.646	0.249	-0.206	0.609	-1.644	0.29	0.717	0.266	1.032	-0.109	0.027	-0.274	0.2	1.308	-0.227	1.479	-0.732	-2.807	0.179	0.03	-2.17	-0.247	1.364	-0.047	1.079	-0.133	-2.158	1.041	2.458	0.513	-0.934	0.854	0.126	-2.305	1.999	-0.784	2.145	-1.068	0.763	-0.175	-0.15	-0.818	-1.459
EIF5A	-0.114	-1.066	1.056	0.563	0.085	-1.453	-0.607	-1.773		0.411	-0.438	0.131	-1.676	-0.303	-0.063	-0.985	-0.191	1.506	0.648			-0.981			-1.416	-0.782	-0.63	1.048	2.385	0.769	-0.812	-0.689	1.496	2.535	0.855	-0.735	0.401	1.684	-0.179	-0.492	-0.528		-0.576	1.004	-1.919	1.53	-0.08	-0.415	0.788	0.292		0.409	0.388	-2.107	-1.444	-0.381	-0.6	2.62	-0.307	0.174	0.041		-0.764	-0.054	-1.062	-0.87	-1.452		1.206	0.944	0.483	2.352	0.801	-0.726	0.001	0.822	-2.41	-1.396		1.175			0.368	0.39
EIF5B	0.554		0.61	-2.511	0.851	0.42	0.915	-0.933	-0.699	-0.38	0.384	-0.486	-0.625	-0.824	-0.047	0.414	0.368	-1.028	-0.415	0.145	-0.768	0.908	-2.31	-0.267	1.555	-1.244	-0.769	0.171	0.867	0.285	0.259	-0.136	-1.164	-0.191	0.383	-1.008	-1.302	-0.865	-1.325	1.388	0.362	0.947	1.272	-0.643	-1.122	-1.636	0.433	0.42	-1.782	1.166	1.668	-0.526	0.267	0.48	1.101	0.165	0.29	-1.367	-0.746	2.023	1.558	2.019	0.534		0.848	0.328	0.34	-2.936	-0.165	0.707	-1.175	-0.884	-0.565	-1.928	-0.633	-2.043	0.692	-0.211	-0.578		0.683	0.414	0.214	0.924
EIF6	1.391	1.221	2.423	-2.303	1.025	0.053	2.454	-0.229	0.335	-0.594	0.355	-0.24	-1.835	-1.421	-0.08	-0.135	-2.015	-1.491	-1.589	-0.992	1.104	0.933	-2.645	-0.413	2.346	-0.373	-0.499	0.579	-0.988	-2.381	-0.111	0.682	-0.051	-0.739	2.146	-0.468	-1.072	0.602	0.467	-1.07	-0.611	-1.09	-1.49	-0.847	-1.719	1.732	0.085	-1.888	-0.176	-1.918	-1.873	1.18	-1.294	-1.041	-1.436	-3.188	-1.51	1.655	-0.106	-0.545	-1.182	0.338	-1.371	1.173	-1.539	0.206	-0.822	-0.925	-0.176	-0.509	-0.93	-0.088	1.648	-0.446	-0.226	-0.278	2.968	-0.457	-1.018	-0.967	0.642	0.418	0.079	-0.026
EIPR1	2.433	-0.656	0.575	0.205	-2.047	-0.73	0.205	-0.702	-0.667	-2.248	-1.374	1.029	0.102	-0.902	-0.067	-0.622	-1.158	1.19	-0.852	-0.036	-0.191	-1.667	-0.173	-1.241	-1.553	-0.757	0.5	-1.495	-1.451	-0.137	0.006	-1.745	0.462	-0.235	-0.592	0.679	-0.84	0.07	-0.668	0.242	1.453	-0.835	0.913	0.383	0.631	-0.32	1.377	-0.965	-1.006	-0.894	-0.512	0.151	1.076	0.435	2.076	0.583	-1.352	-0.086	-0.714	0.776	-1.453	0.71	-0.217	1.348	-1.366	0.991	1.067	0.181	-0.804	-1.117	-0.382	-1.484	0.216	-0.246	-0.314	1.527	0.008	1.163	-0.246	-0.682	-1.942	-0.415	-1.38	-0.126
ELAC2	-0.336	0.529	-2.604	-1.608	0.73	-0.609	0.068	0.664	-1.277	-1.208	0.598	-2.69	0.964	0.027	-0.259	0.207	-1.342	1.333	-0.118	0.218	-1.253	1.737	-0.888	0.14	1.2	0.709	0.23	0.154	1.02	1.834	-0.879	0.398	1.976	-0.545	-0.03	-1.215	-0.722	-0.575	0.301	1.751	1.92	1.32	-0.532	1.39	-1.083	0.235	1.593	0.364	0.582	0.735	-1.06	-0.97	1.53	0.856	-1.883	-0.16	0.719	1.539	0.276	-1.749	-1.389	1.78	1.799	0.161	0.544	-0.903	-0.096	1.018	-0.623	2.302	-1.151	-0.188	-0.179	-1.043	-1.609	1.506	0.39	0.193	2.167	-0.035	0.68	0.883	-0.537	0.931
ELANE	0.184		-0.071			0.222		-0.143					0.426	0.381				-0.017		-1.258	2.36			0.793			0.244	-1.111		1.343		-1.372	-1.33		-0.552					0.75		0.916			-1.286	2.728									1.127	0.066	1.156		-2.843			-1.048	1.613		-0.729		-0.763				-0.066			0.447	0.342		-1.202	-0.526			0.921		-0.38	-0.269
ELAVL1	-0.245	0.147	0.195	-0.519	0.016	2.307		0.491	0.44			1.091	-0.254		0.231	1.329	0.581	0.361	1.671	-1.796		0.792	1.142	0.789		0.872		-1.154	-0.871		2.583	1.515	0.601	1.394	-0.395			-1.061	-0.015	0.125	1.086	0.738	-0.534	-0.175	-0.497	-2.527	-1.817			-0.446		-0.086	0.505	-0.568	1.908	0.59	0.956	1.066	-0.59				-0.105	-1.393	-0.128	0.898	-0.162	1.551	-1.026		0.223	-1.462	0.071	0.297	-0.597		-1.426	-0.566		-2.57			0.283	-0.532
ELF1	-1.156				0.244	-0.426			-1.16	1.866		2.98	-0.186		-0.481	-0.29	-1.313	0.472			0.548	0.653	-0.984					-1.463	-1.093		1.153	0.979			0.776				1.037	1.387			-0.567	-0.642	1.129		1.56		0.444	-0.139		-0.488	0.137						-0.838			0.893	0.241		-0.045	1.879	0.193	1.232				-1.044			-0.696	0.214	0.369	1.202			-1.666		0.289	-1.482
ELF2			0.836	-0.819	-0.93	-0.826		-1.503		-3.095	-1.777	1.459	-1.073		3.092	-0.659	-1.277	1.293	0.714	-0.398	0.054	1.453		-0.283	-0.337	0.465		-1.274	1.129		0.211	0.849	-0.355	-0.997	0.585	0.614	-0.742	-0.792	2.162	0.39	-2.327	-1.57	0.061	0.55	-0.523	-0.541	1.224		0.6	0.515	-0.511	0.489	-0.222	-0.495	-0.171	-0.947	-0.164	-0.476	-1.662		0.149	0.082	-2.061		-0.286	-0.425	1.101		0.869	-1.039	0.199	0.742	0.144	-2.031		-1.63	-2.027		-0.858		-2.161	-0.098	-1.508	0.838
ELF3		2.362		0.783	-0.996	-0.025		-0.35	0.605	-0.306	0.589	-0.934	0.352	-1.196	-0.382		-1.307	0.257	-1.779	0.128	0.081	0.985	-0.379	-0.861			-0.948		0.179	-0.458	1.989		0.541		0.386			-0.067	-1.325	1.903		1.263	0.004	-1.635	-0.296		-0.225		0.125	1.413	-0.387	-1.07		-1.959		0.446	-0.349		0.68		0.01	-1.823	0.467	2.472	0.333	0.174	0.945	1.083	0.206	1.674	-2.075	-0.684	0.98	-0.047		0.063	-1.538		1.799	-0.463	0.711	-1.777	1.177	
ELL	1.18	0	-0.784	-1.042	-0.987	-0.309	0.95	1.175	0.24	-0.288	-0.626	2.911	0.874	-1.016	0.351	-1.254	1.196	-1.841	0.065	0.351	2.853	-1.727	-0.081	1.061	1.156	0.638	-0.336	-0.717	-0.526	-0.506	-1.889	0.774	-1.209	0.09	-1.102	-2.242	0.871	1.064	0.87	0.445	1.792	-1.605	1.293	0.334	0.766	0.238	-0.723	-0.166	0.956	-0.504	-1.718	-0.207	0.116	0.797	0.551	-0.787	-0.158	-1.149	-1.144	-1.628	-0.772	-0.159	0.376	0.68	-0.934	0.806	0.432	-0.594	0.923	0.582	-0.41	0.578	1.135	-2.064	-1.547	1.113	0.077	1.659	-1.641	-1.226	0.123	1.239	-1.309	0.743
ELMO1	2.906	-0.079	-0.308	0.487	-0.716	-0.909	-1.539	-0.399	-1.11	0.138		0.456	0.789	0.338	0.169	-0.867	0.665	1.036	0.255	0.462	-0.809	1.214	0.128	-0.707	0.838	-0.05	-1.635	0.244	0.054	-1.074	0.994	-1.537	0.074	0.414	-0.908	0.749	0.429	1.557	1.183	0.653	1.04	-0.492	0.004	-0.914	-0.263	-0.757	1.329	-0.448	-0.818	-2.251	-0.806	-0.653	-0.262	-0.405	-0.088	-0.4	-0.078	-1.444	-0.379	0.324		1.255	1.066	1.214	0.61	-0.062	-1.061	-0.394	-0.901		-0.606	-0.162	0.865	-0.975	-0.882	1.03	1.576	-2.115	0.797	-1.095	2.367	-1.232	0.043	1.167
ELMO2	-1.369	-0.846	1.164	0.252	-0.629	0.598	1.075	-2.068	0.187	0.403		0.514	-1.781	-0.1	-0.476	-1.359	2.341	1.888	0.049	0.668	1.067	-0.106	0.859	0.712	0.614	-0.16	-0.595	-0.155		0.507		0.053	-1.503	-0.037	0.588	1.733	0.351	-0.781	1.048	-0.104	0.473	-0.594	-0.909		0.483	-0.201	-0.777	-1.902	-0.187	1.249	-0.647	1.675	1.194	-1.21	0.136	-1.965	-0.779	0.746	-0.24	1.945		-0.429	0.829	-1.332	-0.59	-1.334	-0.438	1.824	0.751		-0.768	-0.722	-1.527	0.09	1.653	-2.244	0.228	0.155	1.125	0.579	0.724	0.241	-1.916	0.517
ELMO3	0.713		0.606			0.386		-0.299		-0.983			1.961					1.24	-1.05										0.014		1.315		-0.034	-0.161	0.34			0.346	-1.22	3.142	-0.159		-1.299	0.222	-1.399	-0.553			0.87	-0.804		-0.41		-1.568	0.906	-0.104	0.447	-0.55	-0.352				0.844		-0.523	-0.723	-0.664				0.411	-0.996		0.917	0.273	-1.453	1.166	0.863					2.42	
ELMOD2	1.118	-0.012	-0.191	-1.704	-0.903	0.696	0.147	1.725	-2.137	-0.19	-1.131	-1.078	1.013	-2.301	0.344	-0.869	-0.448	0.323	-0.619	-1.679	-0.528	-0.968	-0.597	-1.854	0.863	-0.034	-1.088	-1.469	0.2	2.381	1.288	-1.158	-0.134	-0.605	3.348	0.347	0.537	-0.103	-0.439	0.939	0.096	0.54	0.635	1.184	0.994	-2.428	-1.102	-0.457	0.308	0.196	-1.751	1.274	-1.031	-0.062	-0.202	-1.551	1.409	0.543	-0.778	1.03	0.358	0.153	-0.581	-0.143	-0.402	1.011	1.323	-2.012	-1.025	-0.18	-0.154	1.502	-0.208	-0.603	2.552	-0.509	-1.525	-0.633	-0.282	-0.419	0.997	-2.076	-0.507	-0.436
ELMSAN1	-1.109		-0.95			-0.665		-0.937					-1.246		1.26		2.207	-0.636				0.028						-0.059	-1.485		1.057	-0.009	1.321	1.449	-0.017					-0.531	2.299			0.048	2.049	1.005				0.505		2.036			0.197	2.049	0.907	0.854	-0.441				-0.548		2.024	-0.337	-0.645				-0.106			1.912	-0.276		1.964	-0.751					-0.697	-0.731
ELN	0.19	0.085	-1.064	-1.563	-0.207	-0.309	0.64	-1.224	0.586	0.536	-1.855	0.911	-1.25	-1.397	-0.101	-0.166	0.759	0.933		-1.541	-2.53	0.628	-0.179	-1.837	-0.331	0.362	-0.962	1.167	1.451	-1.535	-1.172	2.454	0.819	-0.039	-1.545	-0.323	-0.873		-0.407	-1.909	0.378	0.258	-1.034	-0.977	0.768	0.333	0.39	0.84	-0.667	0.617	-0.991	1.268	-0.755		-0.357	-0.539	1.71	-0.472	1.353	-1.264	0.25	-0.218	-0.132	0.85	-0.436	-0.737	-0.759	-0.159	0.184	1.161	-0.815	0.011	-0.35	0.774	-0.863	-2.167	-1.344	-1.041	0.325	0.957	0.235	0.201	-2.232	0.266
ELOA	-1.032	2.298	0.854	0.038	0.576	-0.693	0.494	0.214	0.659	-1.165	-0.054	0.082	-0.377	1.55	0.923	-0.13	0.159	-1.53	1.018	1.659	-1.124	0.258	0.685	1.25	0.535	-0.306	-1.228	1.241	0.065	-0.993	-2.028	-1.19	-0.297	-0.087	-0.604	-0.108	1.505	0.672	-1.35	-0.353	-0.28	-2.513	1.103	0.539	0.243	1.51	0.18	-1.268	1.157	-0.558	-0.819	-0.182	1.02	1.267	-0.147	-0.62	0.198	0.364	0	-2.099	-0.735	1.29	0.222	-1.822	0.223	2	1.658	0.688	-1.031	1.773	-0.689	0.409	0.262	3.687	-1.871	0.538	1.267	-0.793	-0.26	0.877	0.762	0.245	-0.579	0.329
ELOB	0.582	1.225		-0.809		-0.807	0.816	-1.704	0.262	1.183	1.367		-0.503	0.424	1.302		-3.134	-0.856	0.317		0.654	0.359	2.687		0.747		1.035		1.695	0.171	-1.134		0.029	-0.406	-3.091	-0.986	-0.904	-0.196	-1.026	-0.684	0.442		1.438	0.802	-0.159			-0.218	-0.199	0.167	-1.602	0.237		1.601		0.349	1.786	2.012	-0.013	-1.491	0.428	0.741	2.628	-1.494	0.082	1.162	-0.475	-1.405	0.64	-0.236	0.904	-0.038	-0.15	-0.34	-0.039	-0.163	-0.804	0.988	-0.009	-0.276	0.896	1.228	-0.356	
ELOC				-0.1	1.94	-0.057	-0.612					0.796	-1.64	0.207					-1.34	0.097				2.093			0.817	-1.217		-0.973		0.182			-3.09			1.004		0.61		-2.826					0.83	0.628						-2.383					0.807	-1.078			-0.821				-0.391		-1.338				-0.829				0.986						1.882	-1.752
ELOVL1	1.653			2.374			1.613			-0.255					0.613	0.301	1.121			1.193		0.029		0.104		1.235							0.467									-1.041						1.691	0.216				-0.432				-0.553			0.863									1.153				1.862	1.43	1.462	-1.919		0.188						
ELP1	-1.818	-0.181	-0.221	-0.675	0.528	-0.265	-1.413	-2.382	1.077	-0.542	-2.324	-0.567	1.027	-0.265	1.193	-1.608	-0.448	3.256	-0.632	1.314	-1.626	-1.158	0.459	-1.667	-0.713	-0.038	-0.793	2.174	0.716	-1.151	-0.859	-0.406	-0.69	-2.228	0.036	2.475	1.24	1.4	-1.981	0.021	-1.335	0.612	1.01	0.131	-0.6	-0.102	0.355	0.593	1.368	1.386	0.669	0.795	-0.727	1.02	-1.371	2.106	-0.62	-0.88	-0.309	0.449	-2.28	0.367	-1.178	-1.582	2.062	-0.963	0.64	-0.736	-1.462	-0.642	-0.334	-0.027	0.064	-0.939	1.291	-0.151	-0.074	0.001	0.782	-1.97	2.444	0.387	1.141	-0.518
ELP2	-1.583	-1.413	0.942	-0.603	-1.345	-0.801	-0.136	0.746	-1.218	1.849	0.453	0.198	1.168	0.8	-0.033	-1.402	-0.882	0.227	-0.687	-0.746	-0.294	-0.913	1.674	-0.636	-0.403	-0.909	-1.57	0.801	-0.55	-1.25	0.236	2.094	1.294	0.378	-1.661	-0.377	1.218	0.147	-0.274	0.494	0.868	1.149	0.069	-0.211	1.597	-0.776	-1.255	-0.929	0.885	0.248	-0.237	0.555	1.883	1.704	0.686	-1.281	0.871	-1.223	0.728	0.326	-0.08	-1.456	0.445	0.43	1.377	0.405	-1.63	-0.057	-0.305	0.243	2.41	0.861	0.774	0.906	-1.509	-1.442	0.877	-1.238	-0.067	0.637	-0.764	-0.408	-1.376	0.822
ELP3	-0.044	-1.44		-1.846	2.407	-0.344	-1.555	-0.67	1.462	-1.608	1.286	1.534	-1.097	-0.999	-0.811	0.199	0.244	0.188	0.487	1.298	0.889	-1.749	0.637	-0.488	-1.544	0.546	0.421	-0.05	0.164	0.273	1.65	0.815	0.75	0.044	-1.443	-0.643	-0.852	0.572	0.211	-1.01	1.165	0.106	0.995	-1.745	0.556		0.961	-1.678	-0.921	0.589	-0.878	0.071	2.158	0.97		-0.689	-0.144	-0.673	-1.11	0.572	0.748	1.232	-1.276	2.32	-1.785	1.02	2.127	-0.373	0.424	0.33	-0.623	-0.165	1.692	0.127	-0.124	0.471	0.416	0.65	0.934	-0.641	-0.661	0.258	-0.834	1.247
ELP4	0.267	1	0.236	-0.821	-0.322	-2.003	0.398	-0.853	0.327	0.428	-0.232	0.807	0.409	0.474	-0.12	-1.147	-0.646	0.792	-0.667	-1.52	-0.177	-0.278	0.622	-1.236	-0.063	-0.342	0.853	-0.621	0.137	1.775	-0.811	-0.271	1.282	1.362	0.777	0.339	0.014	-0.803	0.826	0.717	-0.972	1.719	-0.019	0.416	1.279	-0.117	-0.038	3.414	-0.334	-0.114	2.004	1.353	1.8	1.669	-0.253	0.357	0.592	-0.366	-0.519	-0.009	0.91	-1.33	-0.619	-0.912	-0.446	0.932	0.604	-0.392	-1.168	0.561	-0.41	0.878	-0.319	-0.504	0.96	-2.42	1.355	-0.97	-0.75	0.428	-0.793	-0.097	1.013	-2.559
ELP5	0.206	0.505	0.906	0.619	0.187	-0.343	-0.25	-3.482	1.56	0.636	-0.173	-1.729	1.591	-1.107	-2.735	0.186	-0.959	1.836	0.363	0.06		-0.503	0.101	-0.595	0.317	-0.48	-1.784	1.663	1.219	-0.281	0.465	0.752	1.788	0.956	0.823	-1.489	1.059	0.229	0.09	0.113	-1.452	-0.269	0.59	0.29	0.123	0.534	0.54	-2.43	-0.982	0.187	1.236	-0.709	-0.467	-0.351	1.069	-0.403	0.661	-0.904	0.029	0.418	0.081		2.561	0.143	-2.003	1.332	-0.27	-1.094	2.356	-0.003	-0.139	-0.688	0.39	-2.39	1.417	1.21	1.084	0.062	-1.366	-0.696		-0.277	0.356	-1.436
EMC1						-1.208		1.023							-1.539		-1.139	0.206				-0.937							0.146		0.617		-0.675		0.176									0.413	0.221						-0.514					-0.982	-2.095		-0.593						0.355		1.32				-0.672			-0.021			2.085		-0.065			1.689	1.289	
EMC10	0.626	-0.442	1.189	0.284	0.634	-0.336	0.422	1.053	0.053	-0.718	-1.556	-1.027	0.51	1.15	-1.237	-1.657	-0.995	0.784	-0.235	-1.668	0.117	-0.135	-1.188	-1.042	0.439	-1.239	0.495	0.619	-2.677	0.136	-0.397	-1.238	-0.868	-0.418	-1.531	-0.264	-2.652	1.385	0.694	-0.157	-0.734	-0.388	-0.964	-1.309	-0.962	0.045	-0.436	2.673	1.865	-0.478	-0.204	-0.473	-2.46	-1.353	0.625	0.108	-2.372	-0.103	-2.207	1.077	-0.69	-1.773	-1.591	-2.37	-1.111	0.206	0.093	3.125	-1.124	-0.943	1.26	-2.754	0.739	-1.96	-0.268	1.556	0.431	-0.291	-0.801	-0.574	-1.709	1.712	-0.675	-1.218
EMC2	0.663	0.023	1.175	-0.928	-0.668	-0.662	-0.975	0.558	-0.588	-0.369	0.686	-1.491	-0.067	-1.161	-0.171	0.448	1.658	0.945	-1.493	-0.678	1.43	1.277	-0.033	0.29	-1.218	-0.255	1.678	-0.178	0.397	-0.043	0.754	1.31	0.128	-0.399	0.175	0.382	0.657	-1.981	-1.589	-0.06	-0.043	-0.917	1.667	0.58	-2.113	1.137	-1.208	1.029	-1.388	-1.166	0.514	1.59	0.895	-1.059	-0.752	0.407	-0.368	-0.963	0.223	-0.621	1.009	0.776	0.167	0.376	-0.765	-0.104	1.3	1.232	0.227	1.031	1.523	0.665	0.521	-0.613	0.887	-0.186	-0.297	1.012	-1.096	0.36	-1.064	-0.99	0.381	1.346
EMC3	1.232	0.997	0.673	1.227	-1.514	1.325	-0.182	-0.527	-0.84	-1.204	0.474	0.487	-0.172		-0.507	-1.087	-0.215	-0.164	-0.357	0.16	0.812	1.443	2.492	0.456	0.132	0.862		0.181				-0.306	0.168	0.328	-0.143	-0.087	-0.544	-0.003	0.18	0.369	2.012	-1.938	-0.641		-1.164	0.418	-1.011	-0.764	-1.734	0.42	-0.678	1.749	-0.098	0.155	-1.348	-0.613	-0.892	0.109	-0.811	2.884	0.201	0.348	-0.459	2.384	0.19	0.868	0.368	-0.466	-0.284	-0.568	0.239	-0.882	-0.236	-1.059	-0.24	-1.451	0.596	-2.589	-0.058	0.519	0.713	-0.779	0.006	-0.036
EMC4	0.463	-1.513	-0.397	-0.545	3.035	-0.372	-0.527	-0.802	-1.629	-1.019	-1.073	-3.842	-2.82	-2.027	0.732	-0.569	-0.093	3.33	1.117	-0.084	-0.081	-1.219	-2.155	0.682	-2.229	-1.058	2.129	3.154	0.733	-0.957	-0.499	0.508	-1.376	-1.034	-0.91	1.486	-0.547	0.755	0.848	-1.468	0.716	-1.651	0.876	0.969	0.284	0.994	-0.386	0.125	-0.21	-0.479	-0.403	-2.057	-1.171	-1.113	0.44	-0.183	-0.758	2.022	-0.775	2.001	-0.028	-1.687	-1.33	-0.302	-0.886	-1.187	1.639	-0.003	-0.316	-0.617	0.531	-0.099	-0.114	-0.555	0.71	-1.835	-0.963	-0.644	0.764	1.064	-0.131	-2.201	-0.648	1.903
EMC7	0.824	0.8	-0.672	0.838	-0.628	-1.069	0.628	-0.925	-0.728	2.354	0.706	-0.869	-2.024	-0.695	-0.815	0.7	1.949	-1.05	-0.107	-0.527	0.356	0.101	0.43	0.721	-0.374	-0.302	0.378	0.675	1.499	-1.037	1.201	0.457	2.254	0.389	-0.485	-1.036	-0.849	-0.048	-0.897	-0.468	0.025	1.977	-0.087	-0.013	-1.063	0.417	-1.567	-0.898	-0.551	-0.205	0.472	-1.36	-0.448	-1.128	1.694	0.959	1.075	-0.858	0.384	-1.293	-0.216	-1.723	0.391	1.058	0.759	-0.978	-0.351	-0.008	0.362	-1.52	0.592	0.48	0.88	0.338	0.968	-0.321	0.323	0.299	1.068	-0.086	0.703	1.131	-0.636	1.489
EMC8	-1.165	-1.454	-1.497	-0.659	-1.713	2.298	-1.799	0.622	-0.941	0.116	-0.217	-1.553	-3.512	-0.447	-1.287	-1.179	-3.205	-1.013	0.841	-1.801	-0.56	-2.38	0.768	-0.295	0.073	-1.406	-0.547	-0.134	0.003	-1.108	-0.74	1.198	0.134	-3.278	-0.203	-0.497	0.772	0.366	-0.615	0.242	-0.565	-2.225	-1.606	-0.128	-1.373	-1.482	0.823	0.434	-0.925	-2.065	-1.788	-1.15	-0.034	-1.009	-0.022	-1.235	-0.678	-0.773	-4.61	0.536	-0.508	-0.341	-0.559	-1.487	-1.998	-1.28	-1.852	3	1.324	-2.685	-1.333	-0.928	1.031	-2.18	-1.049	1.44	-0.142	-0.951	-0.599	-1.556	-2.804	-1.057	-1.877	-1.214
EMD	-0.011		-0.431	0.06	0.004	-0.169	-0.85	-0.68	0.441			-0.638	-1.867	-0.121	1.731		3.253	-1.619	0.882	-0.588		1.187	0.641	0.266	-1.196		1.558	-0.313	-0.71	0.364	0.888	-0.362		-1.605		0.272	0.793	-1.286	1.651	0.285	-0.44	-1.606	-2.11	0.885	0.803	0.137	-0.29	0.521		2.447		0.318		-0.391	-1.199	-1.25		1.564		0.639			-0.184		0.903	1.767		-0.948	-0.151		1.092	-0.096	2.459		0.204		0.613	-1.623					-2.288	0.692
EMG1	0.623	2.501	-1.655	1.91	0.576	-0.069	1.387	-0.409	0.157	-0.003	-0.425	-1.574	-1.319	-1.178	0.119	-0.342	0.084	-0.29	-1.591	-0.761	0.08	0.517	-1.063	2.758	-1.176	0.009	-0.579	-0.447	-1.398	-0.156	0.175	0.727	1.254	-0.594	0.183	0.511	1.109	-0.847	-0.649	0.697	0.623	0.423	-0.173	-0.442	0.338	-0.601	0.313	-1.055	-0.69	-2.012	-0.466	-0.345	-0.469	2.313	-0.979	-0.438	1.728	0.09	-2.075	0.339	0.928	1.162	0.151	-1.976	-1.127	1.288	-0.271	0.429	-0.769	0.375	-0.671	-0.178	-0.433	-0.482	-0.43	-1.012	-0.061	-0.278	0.091	-1.388	0.558	-0.606	-0.439	0.609
